Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,Jogo_Fav,PROFIT/LOSS
06/04/2026,121760,velinho8657,PIXPOKER,0,0,"272,98"," R$  272,98 ","0,00%","0,00%","100,00%",PLO6,"372,6"
06/04/2026,138160,Chicão 01,PIXPOKER,0,0,"295,85"," R$  295,85 ","0,00%","0,00%","100,00%",PLO6,"303,12"
06/04/2026,151543,jotinhafelipe,PIXPOKER,"0,21","64,7","760,78"," R$  825,69 ","0,03%","7,84%","92,14%",PLO6,"-1325,21"
06/04/2026,172386,pix172386,PIXPOKER,"12,64",0,"145,02"," R$  157,66 ","8,02%","0,00%","91,98%",PLO6,"-716,5"
06/04/2026,182950,AA_CRF,PIXPOKER,0,0,"31,42"," R$  31,42 ","0,00%","0,00%","100,00%",PLO6,-300
06/04/2026,192132,pix127631,PIXPOKER,0,0,"16,13"," R$  16,13 ","0,00%","0,00%","100,00%",PLO6,-230
06/04/2026,100557,AMARILDOJR,PIXPOKER,"26,06",0,"1,39"," R$  27,45 ","94,94%","0,00%","5,06%",NLH,"-109,03"
06/04/2026,100964,felipesilvaa18,PIXPOKER,"2,75","0,2",0," R$  2,95 ","93,22%","6,78%","0,00%",NLH,"-15,06"
06/04/2026,106840,rostinho,PIXPOKER,"8,82",0,"2,92"," R$  11,74 ","75,13%","0,00%","24,87%",NLH,"63,96"
06/04/2026,110951,SrAndrezito,PIXPOKER,"12,83",0,0," R$  12,83 ","100,00%","0,00%","0,00%",NLH,-64
06/04/2026,122961,davidtubas,PIXPOKER,"0,78",0,0," R$  0,78 ","100,00%","0,00%","0,00%",NLH,-10
06/04/2026,132744,Edymar,PIXPOKER,"19,05",0,0," R$  19,05 ","100,00%","0,00%","0,00%",NLH,"-131,59"
06/04/2026,133382,martinsScc,PIXPOKER,"72,57",0,0," R$  72,57 ","100,00%","0,00%","0,00%",NLH,"-120,51"
06/04/2026,136435,KIKO_CPB,PIXPOKER,"22,28","30,5","1,19"," R$  53,97 ","41,28%","56,51%","2,20%",MTT,"-317,61"
06/04/2026,146392,pix146392,PIXPOKER,"1,38","6,8","62,19"," R$  70,37 ","1,96%","9,66%","88,38%",PLO6,"-88,92"
06/04/2026,147415,ceezar,PIXPOKER,"39,18",0,"34,49"," R$  73,67 ","53,18%","0,00%","46,82%",NLH,"-61,35"
06/04/2026,147771,LTOS19,PIXPOKER,"3,3",0,"46,46"," R$  49,76 ","6,63%","0,00%","93,37%",PLO6,"27,15"
06/04/2026,149503,OlhoQtudoVê,PIXPOKER,"102,08",0,"1,43"," R$  103,51 ","98,62%","0,00%","1,38%",NLH,"-213,87"
06/04/2026,152468,IRONSID,PIXPOKER,"2,36","12,1",0," R$  14,46 ","16,32%","83,68%","0,00%",MTT,"-127,66"
06/04/2026,153129,Zedd,PIXPOKER,"61,63",0,0," R$  61,63 ","100,00%","0,00%","0,00%",NLH,-39
06/04/2026,153919,Boiadeiro,PIXPOKER,"51,21",0,0," R$  51,21 ","100,00%","0,00%","0,00%",NLH,"107,23"
06/04/2026,154395,fudooooo,PIXPOKER,"10,02",0,"21,84"," R$  31,86 ","31,45%","0,00%","68,55%",PLO6,"-129,02"
06/04/2026,154882,É O BR,PIXPOKER,"4,8","0,5","5,32"," R$  10,62 ","45,20%","4,71%","50,09%",PLO6,13
06/04/2026,157549,mu97,PIXPOKER,"121,8","0,5",0," R$  122,30 ","99,59%","0,41%","0,00%",NLH,"-28,93"
06/04/2026,159245,Wick,PIXPOKER,"2,04",0,0," R$  2,04 ","100,00%","0,00%","0,00%",NLH,-8
06/04/2026,169703,Chicken Little,PIXPOKER,"20,05","2,4","4,77"," R$  27,22 ","73,66%","8,82%","17,52%",NLH,-132
06/04/2026,170386,pix170386,PIXPOKER,"2,46","7,5","4,97"," R$  14,93 ","16,48%","50,23%","33,29%",MTT,"-104,91"
06/04/2026,171659,pix171659,PIXPOKER,"3,1",0,"69,03"," R$  72,13 ","4,30%","0,00%","95,70%",PLO6,"-116,72"
06/04/2026,171835,TheRock99,PIXPOKER,"20,03","26,59",0," R$  46,62 ","42,96%","57,04%","0,00%",MTT,"-107,57"
06/04/2026,171909,bregas,PIXPOKER,"6,16",0,"27,01"," R$  33,17 ","18,57%","0,00%","81,43%",PLO6,-224
06/04/2026,172125,pix172125,PIXPOKER,"5,5",0,"31,24"," R$  36,74 ","14,97%","0,00%","85,03%",PLO6,"27,93"
06/04/2026,174728,PrisionBreak,PIXPOKER,"0,14","32,74",0," R$  32,88 ","0,43%","99,57%","0,00%",MTT,"-148,87"
06/04/2026,181067,pix181067,PIXPOKER,"3,47",14,"10,08"," R$  27,55 ","12,60%","50,82%","36,59%",MTT,"-145,22"
06/04/2026,187443,CaioJr14,PIXPOKER,"17,54","4,5",0," R$  22,04 ","79,58%","20,42%","0,00%",NLH,-197
06/04/2026,188354,#descubra,PIXPOKER,"19,47","1,3",0," R$  20,77 ","93,74%","6,26%","0,00%",NLH,"-87,01"
06/04/2026,188365,pix188365,PIXPOKER,"31,13","2,3",0," R$  33,43 ","93,12%","6,88%","0,00%",NLH,70
06/04/2026,188429,CÃO IMENSO,PIXPOKER,"15,11","5,5",0," R$  20,61 ","73,31%","26,69%","0,00%",NLH,-75
06/04/2026,189262,ZéNutzz,PIXPOKER,"47,56",0,0," R$  47,56 ","100,00%","0,00%","0,00%",NLH,"-35,5"
06/04/2026,190191,THANØS,PIXPOKER,"358,48","7,1","3,56"," R$  369,14 ","97,11%","1,92%","0,96%",NLH,"844,16"
06/04/2026,191127,Timehour,PIXPOKER,"91,69",0,0," R$  91,69 ","100,00%","0,00%","0,00%",NLH,"-77,84"
06/04/2026,191416,Thomasl17,PIXPOKER,"3,58","5,16","29,93"," R$  38,67 ","9,26%","13,34%","77,40%",PLO6,"24,14"
06/04/2026,192358,pix192358,PIXPOKER,"14,6",0,0," R$  14,60 ","100,00%","0,00%","0,00%",NLH,"8,4"
06/04/2026,193215,pix193215,PIXPOKER,"2,68",0,0," R$  2,68 ","100,00%","0,00%","0,00%",NLH,"-37,01"
06/04/2026,193259,fav77,PIXPOKER,"9,61","2,1",0," R$  11,71 ","82,07%","17,93%","0,00%",NLH,-63
06/04/2026,193561,Iperes,PIXPOKER,"18,54","66,4","158,4"," R$  243,34 ","7,62%","27,29%","65,09%",PLO6,"-818,66"
06/04/2026,193667,FlavioBolsoanro,PIXPOKER,"7,88","1,2",0," R$  9,08 ","86,78%","13,22%","0,00%",NLH,-33
06/04/2026,193708,pix193708,PIXPOKER,"125,57",0,"0,34"," R$  125,91 ","99,73%","0,00%","0,27%",NLH,-165
06/04/2026,193876,Brenote22,PIXPOKER,"31,25",0,0," R$  31,25 ","100,00%","0,00%","0,00%",NLH,-150
06/04/2026,193890,pix193890,PIXPOKER,"31,35","35,7","0,79"," R$  67,84 ","46,21%","52,62%","1,16%",MTT,"-279,59"
06/04/2026,193979,pix193979,PIXPOKER,"5,1","0,5",0," R$  5,60 ","91,07%","8,93%","0,00%",NLH,"-8,84"
06/04/2026,194005,Tuts vida ?,PIXPOKER,"1,6",0,"5,34"," R$  6,94 ","23,05%","0,00%","76,95%",PLO6,-6
06/04/2026,194188,EliminadordeDonk,PIXPOKER,"71,28","28,1",0," R$  99,38 ","71,72%","28,28%","0,00%",NLH,"-310,37"
06/04/2026,194270,Laurinha,PIXPOKER,"87,23",0,"0,68"," R$  87,91 ","99,23%","0,00%","0,77%",NLH,-237
06/04/2026,194304,Malves,PIXPOKER,"107,69","0,3","0,54"," R$  108,53 ","99,23%","0,28%","0,50%",NLH,"-369,21"
06/04/2026,194463,JosepPoker,PIXPOKER,"8,67","49,4",0," R$  58,07 ","14,93%","85,07%","0,00%",MTT,"-216,16"
06/04/2026,194473,segundopoker,PIXPOKER,"31,99","113,96",0," R$  145,95 ","21,92%","78,08%","0,00%",MTT,"-969,67"
06/04/2026,194854,O 1º Pombo,PIXPOKER,"6,76",0,0," R$  6,76 ","100,00%","0,00%","0,00%",NLH,-44
06/04/2026,195091,Arieson_14,PIXPOKER,"46,45",0,0," R$  46,45 ","100,00%","0,00%","0,00%",NLH,-218
06/04/2026,193816,omago,PIXPOKER,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",MTT,5
06/04/2026,100221,El Magron,PIXPOKER,0,0,"0,28"," R$  0,28 ","0,00%","0,00%","100,00%",PLO6,"-0,5"
06/04/2026,100323,Foresths,PIXPOKER,"1,23",0,0," R$  1,23 ","100,00%","0,00%","0,00%",NLH,"-0,96"
06/04/2026,101191,lipelmaciel,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
06/04/2026,103298,tirson,PIXPOKER,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,"2,6"
06/04/2026,105408,Manuel Camilo,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
06/04/2026,116811,joka,PIXPOKER,0,"0,4",0," R$  0,40 ","0,00%","100,00%","0,00%",MTT,-4
06/04/2026,122560,F3RRAD0,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
06/04/2026,129186,???‼?,PIXPOKER,"22,23",0,0," R$  22,23 ","100,00%","0,00%","0,00%",NLH,"3,47"
06/04/2026,130437,pedrin att,PIXPOKER,"19,21","1,1",0," R$  20,31 ","94,58%","5,42%","0,00%",NLH,"-92,81"
06/04/2026,141508,HugoAA.,PIXPOKER,"11,57","0,3","11,1"," R$  22,97 ","50,37%","1,31%","48,32%",NLH,"-43,36"
06/04/2026,177504,pix177504,PIXPOKER,0,"11,7",0," R$  11,70 ","0,00%","100,00%","0,00%",MTT,"-72,37"
06/04/2026,179909,Trilheiro???,PIXPOKER,"2,12","14,7",0," R$  16,82 ","12,60%","87,40%","0,00%",MTT,"91,72"
06/04/2026,181267,Menor LK,PIXPOKER,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,"-0,76"
06/04/2026,182909,Johnny walkr,PIXPOKER,"6,79","22,3",0," R$  29,09 ","23,34%","76,66%","0,00%",MTT,"-216,11"
06/04/2026,184749,Patrãozinhu,PIXPOKER,"3,66","0,5",0," R$  4,16 ","87,98%","12,02%","0,00%",NLH,"-36,99"
06/04/2026,185187,JJoNuTs,PIXPOKER,0,0,"1,84"," R$  1,84 ","0,00%","0,00%","100,00%",PLO6,-15
06/04/2026,189826,drygoberto,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
06/04/2026,190726,Spikeeee,PIXPOKER,0,"1,8",0," R$  1,80 ","0,00%","100,00%","0,00%",MTT,-43
06/04/2026,193280,GODZZILLA,PIXPOKER,"3,28","8,7",0," R$  11,98 ","27,38%","72,62%","0,00%",MTT,"-0,5"
06/04/2026,103301,gika,PIXPOKER,0,"1,4","1,56"," R$  2,96 ","0,00%","47,30%","52,70%",PLO6,"-6,32"
06/04/2026,108992,andrade rr,PIXPOKER,0,7,"35,54"," R$  42,54 ","0,00%","16,46%","83,54%",PLO6,"-388,71"
06/04/2026,121506,Big big mecky,PIXPOKER,0,0,"444,5"," R$  444,50 ","0,00%","0,00%","100,00%",PLO6,"161,16"
06/04/2026,139516,KndFz,PIXPOKER,0,"13,5","81,38"," R$  94,88 ","0,00%","14,23%","85,77%",PLO6,"56,84"
06/04/2026,147160,comotudo,PIXPOKER,0,"2,1","79,4"," R$  81,50 ","0,00%","2,58%","97,42%",PLO6,"-94,31"
06/04/2026,161105,picanha,PIXPOKER,"16,03",0,"57,88"," R$  73,91 ","21,69%","0,00%","78,31%",PLO6,-282
06/04/2026,183216,preta02,PIXPOKER,"37,1",0,"213,16"," R$  250,26 ","14,82%","0,00%","85,18%",PLO6,"-453,93"
06/04/2026,185992,davizin,PIXPOKER,"1,36",0,"172,94"," R$  174,30 ","0,78%","0,00%","99,22%",PLO6,506
06/04/2026,190673,pix190673,PIXPOKER,0,"13,3","49,09"," R$  62,39 ","0,00%","21,32%","78,68%",PLO6,-535
06/04/2026,193682,pix193682,PIXPOKER,0,0,"108,02"," R$  108,02 ","0,00%","0,00%","100,00%",PLO6,"-62,67"
06/04/2026,119970,X2KK,PIXPOKER,"0,84",0,"19,11"," R$  19,95 ","4,21%","0,00%","95,79%",PLO6,-90
06/04/2026,132763,129131,PIXPOKER,"0,36",109,"544,76"," R$  654,12 ","0,06%","16,66%","83,28%",PLO6,"-1130,19"
06/04/2026,144291,d. negreano,PIXPOKER,0,0,"87,65"," R$  87,65 ","0,00%","0,00%","100,00%",PLO6,"-26,15"
06/04/2026,152279,Bomba_Patch,PIXPOKER,"8,49",4,"11,66"," R$  24,15 ","35,16%","16,56%","48,28%",PLO6,"-79,55"
06/04/2026,152480,Boca,PIXPOKER,0,0,"32,02"," R$  32,02 ","0,00%","0,00%","100,00%",PLO6,"-43,2"
06/04/2026,153705,BubutiCheio??,PIXPOKER,0,"11,6","80,2"," R$  91,80 ","0,00%","12,64%","87,36%",PLO6,"-228,67"
06/04/2026,159020,Zlatan11,PIXPOKER,0,"0,1","21,03"," R$  21,13 ","0,00%","0,47%","99,53%",PLO6,"-251,33"
06/04/2026,170618,levy do maranguape,PIXPOKER,0,"5,8","138,72"," R$  144,52 ","0,00%","4,01%","95,99%",PLO6,"-879,02"
06/04/2026,188964,…….,PIXPOKER,0,"0,5","64,8"," R$  65,30 ","0,00%","0,77%","99,23%",PLO6,-115
06/04/2026,189391,Shell271,PIXPOKER,"0,43","0,5","72,1"," R$  73,03 ","0,59%","0,68%","98,73%",PLO6,"-315,32"
06/04/2026,191481,pix191481,PIXPOKER,"0,26",0,"21,68"," R$  21,94 ","1,19%","0,00%","98,81%",PLO6,"-81,01"
06/04/2026,193817,pix193817,PIXPOKER,0,0,"100,96"," R$  100,96 ","0,00%","0,00%","100,00%",PLO6,"22,51"
06/04/2026,194206,pix194206,PIXPOKER,"155,67","6,1","946,58"," R$  1.108,35 ","14,05%","0,55%","85,40%",PLO6,"-907,78"
06/04/2026,145708,Oleodeperoba,PIXPOKER,0,0,"229,94"," R$  229,94 ","0,00%","0,00%","100,00%",PLO6,-1847
06/04/2026,178968,pix178968,PIXPOKER,0,1,"42,04"," R$  43,04 ","0,00%","2,32%","97,68%",PLO6,"-264,71"
06/04/2026,182112,Davidmar,PIXPOKER,0,10,"415,28"," R$  425,28 ","0,00%","2,35%","97,65%",PLO6,"-694,07"
06/04/2026,100660,ignite pineapple,PIXPOKER,0,94,"339,41"," R$  433,41 ","0,00%","21,69%","78,31%",PLO6,"-700,06"
06/04/2026,101715,pix101715,PIXPOKER,0,0,"411,34"," R$  411,34 ","0,00%","0,00%","100,00%",PLO6,"412,6"
06/04/2026,109887,cucuriti,PIXPOKER,"9,3",0,"136,61"," R$  145,91 ","6,37%","0,00%","93,63%",PLO6,"103,21"
06/04/2026,111233,khhk,PIXPOKER,0,0,"63,88"," R$  63,88 ","0,00%","0,00%","100,00%",PLO6,-800
06/04/2026,135395,Mandachuva,PIXPOKER,0,0,"141,59"," R$  141,59 ","0,00%","0,00%","100,00%",PLO6,"-965,65"
06/04/2026,162905,picanele,PIXPOKER,"19,45",10,"278,26"," R$  307,71 ","6,32%","3,25%","90,43%",PLO6,-101
06/04/2026,193251,pix193251,PIXPOKER,"3,97",0,"186,62"," R$  190,59 ","2,08%","0,00%","97,92%",PLO6,"-138,28"
06/04/2026,194490,fliperama,PIXPOKER,0,0,"174,12"," R$  174,12 ","0,00%","0,00%","100,00%",PLO6,"-910,21"
06/04/2026,100346,DeinhAA,PIXPOKER,0,"1,2","237,84"," R$  239,04 ","0,00%","0,50%","99,50%",PLO6,-12
06/04/2026,100605,henrique,PIXPOKER,"1,91",0,"3,61"," R$  5,52 ","34,60%","0,00%","65,40%",PLO6,-67
06/04/2026,100761,AlanKessio,PIXPOKER,"0,3","0,1","17,16"," R$  17,56 ","1,71%","0,57%","97,72%",PLO6,"-107,68"
06/04/2026,102618,Alony,PIXPOKER,0,0,23," R$  23,00 ","0,00%","0,00%","100,00%",PLO6,"-79,97"
06/04/2026,109150,vitinpe,PIXPOKER,0,0,"16,95"," R$  16,95 ","0,00%","0,00%","100,00%",PLO6,-70
06/04/2026,110511,elchapo?,PIXPOKER,0,"3,2","56,93"," R$  60,13 ","0,00%","5,32%","94,68%",PLO6,"-182,84"
06/04/2026,141288,g777,PIXPOKER,0,"0,1","0,29"," R$  0,39 ","0,00%","25,64%","74,36%",PLO6,-5
06/04/2026,151112,SanMds,PIXPOKER,"5,63",0,"13,7"," R$  19,33 ","29,13%","0,00%","70,87%",PLO6,"-105,82"
06/04/2026,151375,Jamal,PIXPOKER,"0,68",0,"119,51"," R$  120,19 ","0,57%","0,00%","99,43%",PLO6,"-201,05"
06/04/2026,152039,VtNC ApP,PIXPOKER,0,1,"85,12"," R$  86,12 ","0,00%","1,16%","98,84%",PLO6,"-182,17"
06/04/2026,154721,Jason13,PIXPOKER,"0,36",0,"172,79"," R$  173,15 ","0,21%","0,00%","99,79%",PLO6,"69,36"
06/04/2026,159222,MC81,PIXPOKER,"0,18","2,4","446,56"," R$  449,14 ","0,04%","0,53%","99,43%",PLO6,434
06/04/2026,160003,Ioribr (777),PIXPOKER,"2,91",0,"5,5"," R$  8,41 ","34,60%","0,00%","65,40%",PLO6,-45
06/04/2026,163330,RN????,PIXPOKER,0,0,"55,05"," R$  55,05 ","0,00%","0,00%","100,00%",PLO6,"-41,02"
06/04/2026,164927,cafécleite,PIXPOKER,0,0,"16,41"," R$  16,41 ","0,00%","0,00%","100,00%",PLO6,-82
06/04/2026,171266,BALA 27,PIXPOKER,0,0,"116,86"," R$  116,86 ","0,00%","0,00%","100,00%",PLO6,"-392,42"
06/04/2026,178675,XixaQ9,PIXPOKER,0,"13,7","52,55"," R$  66,25 ","0,00%","20,68%","79,32%",PLO6,-110
06/04/2026,183420,jheniffer,PIXPOKER,0,"31,3","57,26"," R$  88,56 ","0,00%","35,34%","64,66%",PLO6,"-179,07"
06/04/2026,185894,pix185894,PIXPOKER,"7,97","20,1","255,18"," R$  283,25 ","2,81%","7,10%","90,09%",PLO6,"-142,89"
06/04/2026,186464,bebeto e romario,PIXPOKER,0,1,"30,71"," R$  31,71 ","0,00%","3,15%","96,85%",PLO6,"-240,64"
06/04/2026,187618,RenannLima,PIXPOKER,"12,11",0,"41,73"," R$  53,84 ","22,49%","0,00%","77,51%",PLO6,"-57,46"
06/04/2026,188277,Pedromts08,PIXPOKER,"1,12","0,5","2,06"," R$  3,68 ","30,43%","13,59%","55,98%",PLO6,"-26,99"
06/04/2026,190448,andim,PIXPOKER,"0,34","0,6","22,24"," R$  23,18 ","1,47%","2,59%","95,94%",PLO6,"0,91"
06/04/2026,192136,pix192136,PIXPOKER,0,"7,3","35,77"," R$  43,07 ","0,00%","16,95%","83,05%",PLO6,-94
06/04/2026,192692,pix192692,PIXPOKER,"144,3","0,5","12,96"," R$  157,76 ","91,47%","0,32%","8,22%",NLH,"147,08"
06/04/2026,193430,cbZada,PIXPOKER,0,0,"34,3"," R$  34,30 ","0,00%","0,00%","100,00%",PLO6,15
06/04/2026,194448,SeuChapa,PIXPOKER,"32,66",0,"5,09"," R$  37,75 ","86,52%","0,00%","13,48%",NLH,"-48,52"
06/04/2026,110509,pix110509,PIXPOKER,"130,99",0,0," R$  130,99 ","100,00%","0,00%","0,00%",NLH,"-228,66"
